product_id,product_photos_count,product_length_cm,product_height_cm,product_width_cm,product_category_name,product_weight_kg
b84520a578,3.0,16.0,2.0,20.0,watches_gifts,0.25
c70b0f9e66,1.0,16.0,14.0,15.0,health_beauty,4.025
b2432f253f,1.0,46.0,7.0,26.0,toys,1.3
f1f01d27cb,2.0,31.0,33.0,27.0,sports_leisure,4.175
98e0291e1b,2.0,16.0,21.0,11.0,health_beauty,0.4
ff4c1a248a,3.0,20.0,35.0,30.0,pet_shop,1.15
e108e472a0,3.0,16.0,11.0,11.0,watches_gifts,0.5
9ffab56dff,1.0,48.0,11.0,29.0,home_confort,0.575
0fa5346b6f,1.0,18.0,18.0,18.0,telephony,0.1
f52bf37e39,1.0,20.0,2.0,14.0,dvds_blu_ray,0.15
1357d7d30c,5.0,20.0,15.0,20.0,furniture_decor,0.5
bd00b629f3,1.0,45.0,10.0,36.0,furniture_decor,3.55
ab4d60f2cf,3.0,50.0,25.0,40.0,luggage_accessories,3.8
3afa7dd2f0,1.0,40.0,4.0,30.0,bed_bath_table,0.5
002959d7a0,3.0,105.0,3.0,70.0,furniture_decor,2.6
93cbda98bb,1.0,30.0,40.0,30.0,cool_stuff,4.1
8481795a5d,3.0,47.0,24.0,33.0,baby,6.35
f59941a5cc,1.0,16.0,8.0,11.0,computers_accessories,0.1
0f56d67a1f,2.0,21.0,18.0,20.0,pet_shop,0.6
99a9a8fc2d,3.0,36.0,24.0,16.0,cool_stuff,0.8
89bab87bf3,4.0,20.0,10.0,20.0,toys,0.5
16afeb4db1,3.0,50.0,20.0,30.0,toys,20.9
0faf79119a,1.0,52.0,52.0,17.0,office_furniture,7.133
632c37951c,1.0,51.0,39.0,43.0,health_beauty,6.85
48f933e448,1.0,16.0,12.0,20.0,garden_tools,0.2
1966875ceb,3.0,22.0,28.0,22.0,furniture_decor,0.55
6fcabf3ae8,1.0,21.0,21.0,16.0,housewares,0.6
2ddf9184f8,1.0,20.0,8.0,20.0,perfumery,0.65
4955b9229e,2.0,18.0,12.0,16.0,sports_leisure,0.15
1ba4e3fe92,2.0,45.0,25.0,45.0,baby,8.5
60f61a8c99,1.0,70.0,22.0,50.0,baby,11.75
4ffa899df8,1.0,19.0,4.0,11.0,telephony,0.2
d4a4ff95f6,1.0,16.0,10.0,15.0,fashion_bags_accessories,0.1
3344f3ccc3,2.0,63.0,47.0,18.0,baby,7.7
ffef256879,1.0,16.0,15.0,11.0,christmas_supplies,0.45
1a3f8351b1,1.0,16.0,30.0,11.0,housewares,0.6
9e8091e102,1.0,16.0,12.0,26.0,electronics,1.05
3025303c80,2.0,40.0,25.0,28.0,sports_leisure,2.1
db49e55527,12.0,29.0,7.0,16.0,fashion_shoes,0.4
4a41bfa115,1.0,16.0,8.0,20.0,perfumery,0.15
3938defa87,2.0,30.0,25.0,25.0,sports_leisure,6.25
0c46bfb621,3.0,28.0,19.0,16.0,health_beauty,0.625
4256cf5755,4.0,40.0,60.0,40.0,furniture_decor,13.2
2e19634279,1.0,25.0,20.0,20.0,computers_accessories,0.4
b05e16a39e,4.0,16.0,16.0,11.0,watches_gifts,0.25
6fab1c39de,2.0,27.0,5.0,20.0,audio,0.3
161c9558fc,2.0,60.0,30.0,22.0,signaling_and_security,0.45
576787fafc,1.0,31.0,36.0,31.0,sports_leisure,2.15
77ccda894b,4.0,28.0,21.0,25.0,health_beauty,0.875
cfce05163d,1.0,50.0,34.0,36.0,housewares,8.161
febdb23f0a,1.0,16.0,8.0,11.0,auto,0.15
1cb60c9b90,1.0,40.0,35.0,40.0,housewares,9.35
6f86fa71a6,4.0,24.0,10.0,15.0,housewares,0.4
0f3de29f83,1.0,18.0,11.0,11.0,watches_gifts,0.425
969c31fd56,6.0,25.0,25.0,25.0,health_beauty,0.7
021c41b063,1.0,20.0,40.0,20.0,pet_shop,0.55
f2f6433af9,1.0,20.0,2.0,14.0,dvds_blu_ray,0.2
2546d567eb,4.0,60.0,20.0,50.0,housewares,11.25
4060f51503,2.0,16.0,11.0,20.0,watches_gifts,0.3
36940188c2,1.0,19.0,5.0,11.0,telephony,0.115
04262a7ed7,2.0,17.0,4.0,12.0,telephony,0.35
8032dd9dcd,3.0,19.0,7.0,13.0,telephony,0.2
a396b88f08,2.0,16.0,16.0,11.0,electronics,0.45
20d458d013,1.0,40.0,4.0,30.0,bed_bath_table,0.3
95d4fd03b0,1.0,35.0,25.0,25.0,cool_stuff,1.758
64805d6d42,1.0,37.0,12.0,31.0,stationery,0.6
5594eb45b3,3.0,30.0,20.0,30.0,home_confort,0.9
9823e38ee1,1.0,16.0,11.0,14.0,stationery,1.067
948bd3e918,1.0,20.0,5.0,11.0,baby,0.3
f28cbd414c,1.0,20.0,12.0,16.0,sports_leisure,0.7
7af69c11f2,1.0,17.0,20.0,19.0,housewares,0.345
86271c025e,1.0,55.0,25.0,35.0,bed_bath_table,2.5
0314706dab,3.0,17.0,5.0,12.0,electronics,0.25
e566f2bdd9,1.0,20.0,15.0,15.0,health_beauty,1.2
cd2d21b047,3.0,22.0,13.0,16.0,bed_bath_table,0.6
642a40d4d7,1.0,40.0,4.0,30.0,bed_bath_table,0.25
fb98e86cfb,1.0,37.0,23.0,35.0,bed_bath_table,1.4
27e83703cd,1.0,34.0,12.0,16.0,computers_accessories,0.8
d0b183d64a,1.0,21.0,4.0,16.0,health_beauty,0.5
3708b9e82c,4.0,20.0,16.0,13.0,furniture_decor,0.268
7eaf66aca1,6.0,21.0,7.0,15.0,costruction_tools_garden,0.19
6029bc50ed,1.0,16.0,10.0,16.0,bed_bath_table,1.1
5a24564e1f,1.0,16.0,86.0,60.0,cool_stuff,1.4
34beebdf2b,1.0,26.0,18.0,17.0,computers_accessories,2.717
b67841db20,2.0,18.0,12.0,17.0,watches_gifts,0.25
8497f1169a,4.0,24.0,11.0,18.0,sports_leisure,0.4
00929aaa77,2.0,50.0,35.0,15.0,housewares,2.8
9644a7af60,1.0,38.0,21.0,24.0,pet_shop,2.192
28dfc4b48a,1.0,30.0,39.0,25.0,housewares,5.438
28a652ff04,4.0,28.0,55.0,37.0,stationery,7.7
4b05791ca0,5.0,18.0,4.0,12.0,housewares,0.2
a17f13897e,1.0,16.0,6.0,11.0,stationery,0.9
30674190b5,5.0,33.0,35.0,34.0,housewares,6.75
b70adcd90b,1.0,16.0,16.0,16.0,perfumery,0.3
0e46632ce1,8.0,45.0,70.0,45.0,sports_leisure,23.65
e058b9425e,3.0,16.0,15.0,12.0,housewares,0.65
bdeca320bd,1.0,50.0,5.0,50.0,bed_bath_table,1.5
583f158587,7.0,42.0,8.0,26.0,sports_leisure,0.8
bc3d15dd90,,31.0,24.0,26.0,other,4.05
e354794c04,1.0,31.0,71.0,51.0,bed_bath_table,7.35
f0354861ab,1.0,33.0,27.0,22.0,toys,1.007
86ef699f48,2.0,18.0,10.0,12.0,auto,0.2
fb5bf00454,2.0,16.0,98.0,33.0,luggage_accessories,8.05
27bd615168,1.0,17.0,19.0,15.0,health_beauty,0.919
20987b1dee,1.0,20.0,10.0,20.0,health_beauty,1.5
a8d8c3a49c,1.0,27.0,21.0,20.0,health_beauty,1.238
e77303f7e1,,16.0,2.0,11.0,other,0.2
a04f52ded9,1.0,44.0,2.0,36.0,bed_bath_table,0.9
0d86ff0b63,1.0,40.0,5.0,30.0,bed_bath_table,1.85
407729653f,1.0,19.0,4.0,11.0,telephony,0.1
1b1bde24cb,1.0,40.0,4.0,30.0,bed_bath_table,0.3
0816234aa8,3.0,16.0,30.0,20.0,luggage_accessories,0.55
4884efc933,1.0,20.0,10.0,15.0,auto,0.55
65a664671b,1.0,16.0,5.0,11.0,computers_accessories,0.15
4c4a683ed2,6.0,40.0,8.0,40.0,fashion_bags_accessories,1.0
aa968acdef,1.0,32.0,37.0,32.0,housewares,17.2
4e72c18c19,8.0,31.0,11.0,26.0,furniture_decor,0.95
39d4a8413d,4.0,30.0,16.0,40.0,costruction_tools_garden,3.25
cf9255e77d,2.0,21.0,9.0,13.0,housewares,0.1
03da3203e7,7.0,20.0,10.0,15.0,sports_leisure,0.3
8a231b2009,1.0,20.0,8.0,20.0,sports_leisure,0.9
ddb6c5abf4,1.0,40.0,2.0,30.0,furniture_decor,0.95
9523bf75c5,4.0,77.0,25.0,33.0,small_appliances,11.5
04e8d74439,2.0,60.0,20.0,30.0,sports_leisure,3.5
8f0b605e0b,1.0,18.0,15.0,18.0,health_beauty,0.35
b384160c8f,4.0,18.0,7.0,11.0,telephony,0.5
1ab21d1c80,1.0,74.0,63.0,26.0,office_furniture,30.0
4a52073965,1.0,16.0,5.0,11.0,perfumery,0.35
4c84151725,1.0,45.0,13.0,30.0,housewares,0.65
b31f144164,1.0,65.0,27.0,54.0,auto,2.8
cf3aebf1fe,3.0,52.0,6.0,52.0,furniture_decor,6.65
818b53f8e3,1.0,18.0,9.0,12.0,health_beauty,0.15
64a52f2595,2.0,19.0,5.0,13.0,computers_accessories,0.15
938d2bbf63,1.0,33.0,8.0,11.0,fashion_bags_accessories,0.3
f463be14aa,1.0,16.0,7.0,11.0,auto,0.2
5b2b968156,1.0,28.0,6.0,20.0,bed_bath_table,1.083
c8fade3c4b,1.0,40.0,12.0,38.0,bed_bath_table,3.85
bffd0cca19,1.0,30.0,35.0,30.0,furniture_decor,5.3
347492a8e0,2.0,19.0,19.0,16.0,home_construction,0.55
6d2cb25a03,3.0,16.0,70.0,16.0,pet_shop,0.2
0dc3bdb124,1.0,20.0,9.0,12.0,housewares,0.25
28a0482239,2.0,19.0,13.0,14.0,perfumery,0.424
8a494aeffa,1.0,16.0,10.0,11.0,watches_gifts,0.3
dc751b73cf,5.0,57.0,22.0,47.0,pet_shop,1.7
129b641cde,2.0,60.0,7.0,11.0,furniture_decor,0.7
dbb274a4fa,3.0,16.0,9.0,11.0,fashion_bags_accessories,0.1
1a131431da,2.0,16.0,5.0,12.0,cine_photo,0.15
64ec83de8f,2.0,20.0,16.0,20.0,housewares,0.5
8d56572e0e,1.0,16.0,44.0,35.0,luggage_accessories,0.55
3836f0abd1,1.0,35.0,14.0,33.0,bed_bath_table,2.267
7edfb4c96d,2.0,20.0,11.0,15.0,food_drink,0.25
27d38e5f89,1.0,26.0,14.0,18.0,watches_gifts,0.617
e28f07c46b,1.0,16.0,7.0,15.0,health_beauty,0.2
1e8c13efcd,1.0,30.0,12.0,16.0,health_beauty,0.5
5e6839a9bd,1.0,30.0,4.0,20.0,furniture_decor,0.9
62874f62bb,2.0,50.0,3.0,35.0,furniture_decor,0.367
f9e5efb845,4.0,35.0,10.0,35.0,furniture_decor,1.35
7674e3deca,1.0,20.0,4.0,16.0,auto,0.25
243c2fed5e,1.0,58.0,42.0,50.0,furniture_decor,20.6
64a15444d5,1.0,25.0,40.0,30.0,sports_leisure,0.9
e273c62ea3,1.0,19.0,17.0,23.0,bed_bath_table,1.3
9a811162b5,3.0,50.0,10.0,30.0,sports_leisure,0.5
df306b9d83,7.0,60.0,35.0,65.0,sports_leisure,22.8
4a211fb7f2,1.0,26.0,15.0,35.0,small_appliances,0.25
5f12f6b173,4.0,56.0,15.0,36.0,auto,29.6
36c1f365be,3.0,30.0,12.0,28.0,health_beauty,1.5
c45f017c36,1.0,33.0,10.0,49.0,luggage_accessories,1.4
aa8cf1d1d0,1.0,26.0,19.0,24.0,construction_tools_construction,0.894
1eaf224c19,1.0,48.0,9.0,38.0,bed_bath_table,1.35
ffedbd68fa,1.0,23.0,2.0,16.0,books_technical,0.45
1341fe21db,1.0,31.0,16.0,32.0,toys,1.27
9d12305562,2.0,28.0,11.0,17.0,health_beauty,0.786
eebab57929,1.0,28.0,15.0,20.0,toys,0.405
1a796d2b0c,1.0,16.0,7.0,11.0,auto,0.2
111a3ef82d,6.0,16.0,5.0,15.0,perfumery,0.35
545448853b,3.0,16.0,16.0,12.0,auto,0.25
a2a91fe6d8,3.0,25.0,10.0,23.0,housewares,0.3
35ffbac108,2.0,62.0,17.0,25.0,home_appliances,0.95
2701fc4808,1.0,23.0,14.0,23.0,housewares,1.8
344e500a6d,1.0,22.0,10.0,15.0,musical_instruments,0.2
e1165c7ced,1.0,18.0,8.0,13.0,home_appliances,0.15
fa3a067994,2.0,89.0,5.0,20.0,housewares,2.2
ca74d0530e,12.0,16.0,3.0,11.0,telephony,0.1
0496f30fa5,1.0,16.0,19.0,19.0,toys,0.25
2e910736c3,1.0,50.0,40.0,30.0,cool_stuff,1.1
a3cdb88981,9.0,20.0,30.0,20.0,consoles_games,1.0
ee459f46c4,1.0,26.0,6.0,20.0,furniture_decor,1.5
acde6bd0b5,4.0,16.0,6.0,17.0,auto,0.358
7435b3acc4,6.0,28.0,29.0,35.0,furniture_decor,3.3
de7be0e706,1.0,16.0,10.0,16.0,bed_bath_table,0.5
d6b8073841,1.0,36.0,8.0,37.0,bed_bath_table,2.837
385387db65,1.0,17.0,2.0,14.0,consoles_games,0.3
5bc5205ae6,1.0,30.0,15.0,15.0,computers_accessories,0.825
639f8bcf72,1.0,16.0,8.0,11.0,computers_accessories,0.1
57f90b6fc6,1.0,30.0,12.0,16.0,health_beauty,0.25
1600dcf1ce,4.0,16.0,2.0,20.0,watches_gifts,0.25
db858d1d14,2.0,20.0,20.0,20.0,telephony,0.575
4cee4c57bf,1.0,70.0,16.0,50.0,bed_bath_table,3.75
4a16cff2de,4.0,16.0,5.0,12.0,stationery,0.2
a290d14df2,2.0,16.0,11.0,11.0,watches_gifts,0.4
45e67c8e54,1.0,25.0,9.0,21.0,consoles_games,0.2
c73628b1c3,2.0,20.0,9.0,14.0,auto,0.85
299f6d537a,2.0,45.0,15.0,35.0,bed_bath_table,3.2
cecbcf63df,6.0,64.0,10.0,40.0,construction_tools_construction,2.75
77b433708d,4.0,16.0,4.0,13.0,telephony,0.2
4a3fcddb44,3.0,35.0,18.0,35.0,housewares,1.05
66bd6e465a,2.0,16.0,2.0,20.0,fashion_male_clothing,0.7
6f053a0a4d,2.0,16.0,19.0,14.0,watches_gifts,0.45
2b0943c633,2.0,30.0,15.0,20.0,sports_leisure,1.05
70c045e016,1.0,30.0,30.0,30.0,housewares,1.3
44414d55ce,1.0,49.0,45.0,34.0,garden_tools,3.763
10bebf9213,1.0,16.0,34.0,34.0,furniture_decor,0.4
214d074d54,3.0,43.0,9.0,43.0,furniture_decor,1.5
c0315bd17c,2.0,20.0,13.0,20.0,perfumery,0.5
417e213344,1.0,28.0,24.0,21.0,health_beauty,1.501
29427de7f8,1.0,44.0,24.0,31.0,cool_stuff,4.475
ee6e154470,1.0,16.0,6.0,11.0,toys,0.3
f6d6246239,2.0,16.0,10.0,11.0,watches_gifts,0.35
d9880e1519,1.0,25.0,20.0,20.0,sports_leisure,0.385
6d30e5e702,4.0,27.0,23.0,105.0,cool_stuff,25.0
512bcb8dec,1.0,16.0,10.0,16.0,bed_bath_table,0.25
256086616d,2.0,40.0,7.0,60.0,furniture_decor,2.45
178c023765,1.0,19.0,14.0,10.0,garden_tools,0.55
64bdd56187,1.0,16.0,51.0,17.0,telephony,2.2
2e0b927362,4.0,19.0,16.0,18.0,toys,0.345
8085332eae,4.0,16.0,5.0,14.0,fashion_bags_accessories,0.1
4d4321549f,3.0,40.0,20.0,40.0,home_confort,5.35
1ccead49ab,2.0,35.0,20.0,25.0,bed_bath_table,1.8
3bebad3cf2,8.0,17.0,11.0,11.0,agro_industry_and_commerce,0.5
a9b36aaa68,1.0,70.0,7.0,11.0,furniture_decor,0.55
02090f97a2,1.0,18.0,12.0,12.0,watches_gifts,0.375
7fb04722ab,1.0,24.0,36.0,23.0,health_beauty,1.85
38fae4a77e,1.0,28.0,6.0,20.0,bed_bath_table,1.1
3b60d513e9,,20.0,12.0,15.0,other,0.45
923fd8ff0c,3.0,16.0,16.0,16.0,health_beauty,0.8
dde7139085,1.0,36.0,41.0,36.0,sports_leisure,3.4
7812731152,3.0,20.0,25.0,11.0,stationery,0.25
42eeafd445,2.0,25.0,11.0,13.0,toys,0.45
9c0e036927,2.0,60.0,15.0,15.0,sports_leisure,2.1
88007f0029,1.0,23.0,25.0,11.0,toys,0.5
fcd98736b0,1.0,27.0,9.0,18.0,health_beauty,0.85
072346978e,3.0,15.0,19.0,16.0,watches_gifts,0.275
1191e61a83,6.0,17.0,4.0,12.0,telephony,0.35
d2c277a6bd,1.0,60.0,15.0,30.0,furniture_decor,2.75
570df4c7c2,1.0,19.0,19.0,16.0,sports_leisure,1.2
3f3bb9a900,2.0,100.0,7.0,65.0,furniture_decor,7.6
ad0ee460b8,10.0,16.0,3.0,11.0,telephony,0.05
9ef3514cbc,3.0,69.0,10.0,40.0,housewares,1.65
d0d2f2b156,1.0,75.0,30.0,76.0,kitchen_dining_laundry_garden_furniture,9.2
f6b848f09b,1.0,50.0,20.0,40.0,furniture_decor,1.6
09cbb58b67,1.0,65.0,12.0,12.0,furniture_decor,1.9
c9a8800476,1.0,55.0,20.0,20.0,auto,4.8
d89b65ae21,3.0,16.0,16.0,53.0,construction_tools_construction,1.4
aa8d88eb4b,4.0,16.0,2.0,11.0,watches_gifts,0.25
c4defdb2bc,2.0,38.0,18.0,22.0,perfumery,8.25
479c131b7a,1.0,34.0,12.0,40.0,bed_bath_table,1.4
cebad0ed16,,16.0,20.0,15.0,other,0.8
b2e22c958b,1.0,18.0,10.0,14.0,watches_gifts,0.438
b9a4af1c16,2.0,23.0,2.0,13.0,electronics,0.4
8fcc1d9054,1.0,21.0,6.0,17.0,consoles_games,0.18
e59c0bdd87,1.0,24.0,26.0,22.0,sports_leisure,0.983
d3d2f358e7,1.0,34.0,31.0,24.0,housewares,2.4
0c1d4f1cb6,5.0,16.0,11.0,17.0,watches_gifts,0.5
1c3a3b443f,1.0,21.0,11.0,14.0,perfumery,0.453
e5ff2945f1,1.0,61.0,52.0,44.0,bed_bath_table,20.6
95ed6e881d,1.0,20.0,16.0,15.0,computers_accessories,0.24
484619f908,3.0,30.0,11.0,20.0,computers_accessories,0.4
efd468c639,1.0,32.0,2.0,24.0,auto,0.1
7058b559d9,2.0,31.0,20.0,20.0,health_beauty,1.025
8bba4a8de8,1.0,24.0,38.0,24.0,health_beauty,1.55
04c51bd194,4.0,22.0,5.0,12.0,sports_leisure,0.35
e9c49fc758,3.0,45.0,50.0,45.0,toys,19.6
5900bded01,1.0,38.0,100.0,38.0,signaling_and_security,27.1
f727147cce,1.0,16.0,45.0,35.0,home_appliances,0.8
3f7e7c1629,2.0,50.0,25.0,40.0,baby,2.0
668e8ee8f6,5.0,35.0,10.0,20.0,sports_leisure,1.0
905a4d6931,1.0,58.0,43.0,25.0,housewares,2.55
23af6f1d46,5.0,68.0,9.0,36.0,auto,1.525
1c928305f6,1.0,25.0,7.0,16.0,auto,0.15
6d6c510f22,1.0,16.0,12.0,15.0,computers_accessories,0.517
64fb265487,1.0,44.0,14.0,34.0,bed_bath_table,1.825
42f03aab95,3.0,25.0,55.0,45.0,stationery,1.0
2741993686,5.0,30.0,10.0,15.0,sports_leisure,0.4
c55c23548e,2.0,70.0,5.0,35.0,baby,0.25
d4257bb9c6,1.0,57.0,55.0,22.0,office_furniture,20.3
5d78060c4b,4.0,20.0,20.0,20.0,toys,0.6
e7d7558873,10.0,19.0,3.0,11.0,telephony,0.1
754abbe178,2.0,20.0,6.0,11.0,health_beauty,0.525
555c681a23,1.0,22.0,24.0,39.0,computers_accessories,5.323
3000332101,1.0,18.0,16.0,16.0,furniture_decor,0.45
e6c30d6c96,1.0,52.0,8.0,11.0,garden_tools,1.2
a993630a82,2.0,28.0,24.0,11.0,sports_leisure,3.05
afdb06ebec,4.0,52.0,5.0,52.0,auto,1.8
57eea82fda,2.0,16.0,11.0,14.0,perfumery,0.1
37ffcf6808,4.0,60.0,7.0,58.0,sports_leisure,0.9
84d587fc77,1.0,25.0,20.0,20.0,auto,1.1
8155728af9,1.0,34.0,23.0,43.0,bed_bath_table,0.55
b1bd2eebcf,1.0,16.0,15.0,15.0,sports_leisure,0.2
c6aa164ce2,1.0,28.0,2.0,23.0,bed_bath_table,0.583
0e4ed218b4,2.0,16.0,13.0,12.0,toys,1.05
9e56753b5a,1.0,38.0,39.0,38.0,housewares,1.0
bdf89d6a5e,1.0,20.0,17.0,15.0,housewares,1.225
02a3073438,1.0,41.0,45.0,11.0,auto,0.85
be7af429d5,1.0,55.0,50.0,40.0,stationery,21.8
b19a236530,1.0,40.0,10.0,30.0,furniture_decor,0.4
332ada06f1,1.0,20.0,40.0,12.0,pet_shop,0.5
d85783d7c8,,30.0,12.0,20.0,other,0.7
8c8361199b,4.0,24.0,2.0,17.0,auto,0.1
7c263994ef,4.0,22.0,12.0,33.0,fashion_shoes,0.8
c3097e07a0,1.0,22.0,11.0,16.0,electronics,0.2
e5130ccb07,1.0,19.0,28.0,17.0,health_beauty,1.0
a425439bda,2.0,18.0,23.0,27.0,office_furniture,3.95
6845447c5d,4.0,40.0,6.0,35.0,bed_bath_table,1.95
c36bf06e0e,5.0,30.0,11.0,20.0,housewares,0.3
15f1727013,3.0,52.0,44.0,27.0,cool_stuff,6.0
90d6c00803,3.0,20.0,20.0,20.0,construction_tools_lights,0.4
6dceb64b44,2.0,24.0,2.0,17.0,auto,0.15
ad673c1cd0,3.0,22.0,11.0,17.0,computers_accessories,0.35
065554bfe0,1.0,30.0,15.0,20.0,flowers,0.8
8d5ab785e6,1.0,32.0,2.0,22.0,furniture_decor,0.35
0a9c1eb587,4.0,49.0,12.0,27.0,sports_leisure,0.5
8bbaacd2ca,3.0,27.0,12.0,49.0,sports_leisure,0.9
82029e5d24,2.0,16.0,17.0,17.0,fixed_telephony,0.508
2d771944d4,1.0,30.0,2.0,21.0,christmas_supplies,0.055
958cd4fc82,6.0,23.0,12.0,16.0,auto,1.55
c37123a4ab,4.0,17.0,8.0,17.0,cool_stuff,0.15
aa050bcc1f,2.0,28.0,4.0,13.0,construction_tools_construction,0.45
ce4564d6cb,1.0,38.0,27.0,16.0,housewares,1.3
9b1954fdd0,3.0,19.0,11.0,11.0,health_beauty,0.1
03b58043df,2.0,30.0,4.0,30.0,cool_stuff,1.65
b84c4c7f18,4.0,42.0,12.0,11.0,health_beauty,1.4
8213da1c8e,1.0,16.0,32.0,11.0,housewares,0.55
f55169632c,1.0,33.0,18.0,33.0,party_supplies,4.65
6d4c6c09ab,7.0,18.0,16.0,13.0,computers_accessories,0.2
b5a7564f16,2.0,19.0,7.0,15.0,auto,0.237
9adf1fe77e,1.0,18.0,18.0,18.0,sports_leisure,0.2
62a183c5f3,5.0,16.0,9.0,11.0,fashion_bags_accessories,0.1
4f74d757aa,2.0,37.0,15.0,37.0,construction_tools_construction,2.3
566837caf8,1.0,25.0,2.0,17.0,furniture_decor,0.7
3ba2b0de14,4.0,44.0,35.0,48.0,toys,6.133
a7ae89769b,1.0,36.0,15.0,29.0,housewares,3.3
461f43be3b,3.0,20.0,14.0,16.0,watches_gifts,0.444
d3a82491c3,4.0,20.0,15.0,20.0,watches_gifts,0.3
7c256e07dc,5.0,30.0,40.0,40.0,sports_leisure,6.15
c72edc98e7,1.0,26.0,14.0,24.0,sports_leisure,0.7
b7733895fc,2.0,16.0,8.0,11.0,computers_accessories,0.05
7ce4db889d,1.0,42.0,9.0,36.0,bed_bath_table,1.4
eda35b0449,2.0,20.0,30.0,20.0,computers_accessories,1.0
4e299043dd,1.0,45.0,14.0,42.0,bed_bath_table,4.0
6877393202,7.0,16.0,29.0,16.0,home_construction,0.8
a1b99f381a,2.0,20.0,55.0,35.0,toys,1.1
27822f63a7,,40.0,40.0,30.0,other,8.8
df676834e2,1.0,17.0,14.0,15.0,watches_gifts,0.55
efe89e1f6c,1.0,24.0,24.0,16.0,health_beauty,4.0
fa3ca099d1,4.0,70.0,41.0,54.0,sports_leisure,20.95
f565767fe2,3.0,50.0,12.0,25.0,stationery,1.1
c93b1a2e20,1.0,50.0,40.0,40.0,auto,5.4
bedb45388f,1.0,20.0,10.0,25.0,sports_leisure,2.65
cfd6c873a8,1.0,60.0,32.0,42.0,baby,13.45
e1e932dfb6,5.0,52.0,7.0,55.0,toys,3.85
9749d8875e,2.0,50.0,14.0,44.0,furniture_decor,3.0
c221338cf5,1.0,50.0,30.0,50.0,auto,12.55
85f2efd301,2.0,47.0,3.0,37.0,cool_stuff,0.4
a3e8b23295,2.0,36.0,7.0,25.0,baby,0.5
c647d965c3,,16.0,50.0,12.0,other,1.0
8c90d88939,2.0,20.0,7.0,14.0,pet_shop,0.2
ab68944791,6.0,50.0,30.0,40.0,bed_bath_table,9.9
cf0d29a0ea,13.0,16.0,3.0,11.0,telephony,0.1
4749c60e1d,3.0,27.0,21.0,21.0,housewares,1.4
6bd4d02c88,4.0,22.0,7.0,20.0,home_construction,0.2
fc4179aaee,1.0,16.0,10.0,12.0,fashion_bags_accessories,0.4
9523f1a3e7,10.0,33.0,30.0,44.0,baby,10.4
e19ddcc855,3.0,26.0,8.0,22.0,furniture_decor,0.7
9a63fa9eca,2.0,16.0,22.0,16.0,perfumery,0.4
28ec94b0ad,1.0,17.0,12.0,12.0,toys,0.6
28ce57ecf4,2.0,73.0,73.0,20.0,cool_stuff,5.65
615cdd12d2,3.0,28.0,37.0,33.0,home_appliances,2.667
9e47ae55f9,1.0,20.0,4.0,18.0,construction_tools_safety,0.3
5348b1bdd9,6.0,17.0,4.0,12.0,telephony,0.25
2a2d8268d6,1.0,18.0,18.0,18.0,sports_leisure,0.55
cc6a0d67ea,1.0,23.0,17.0,18.0,party_supplies,1.35
b000447e24,1.0,19.0,4.0,11.0,telephony,0.25
a5f2534508,3.0,65.0,58.0,37.0,construction_tools_construction,23.3
76da62260c,1.0,34.0,22.0,22.0,sports_leisure,3.8
2dc2efef0b,4.0,60.0,20.0,50.0,baby,5.65
47d663d481,3.0,16.0,34.0,52.0,toys,1.3
08f7d5ada2,1.0,20.0,20.0,16.0,health_beauty,3.1
ad5d8ddac1,1.0,17.0,12.0,15.0,sports_leisure,0.2
6a9f754fa9,1.0,28.0,6.0,15.0,toys,0.55
063d6951f9,4.0,60.0,22.0,16.0,furniture_decor,1.2
aef5dacb8c,2.0,36.0,16.0,24.0,cool_stuff,1.15
b5c9804aab,3.0,22.0,12.0,17.0,sports_leisure,0.4
71835d6876,1.0,55.0,5.0,40.0,furniture_decor,3.5
6a6ac21bea,1.0,60.0,50.0,16.0,perfumery,7.65
2b82632fc9,2.0,28.0,24.0,22.0,garden_tools,1.488
e4a944ceb2,3.0,32.0,44.0,13.0,stationery,0.8
fc2053a22d,1.0,38.0,10.0,33.0,bed_bath_table,1.9
eed8b513f2,1.0,21.0,10.0,15.0,food_drink,0.35
8ee57a1f63,1.0,27.0,9.0,18.0,health_beauty,0.7
0b2b7a2dbc,3.0,17.0,7.0,17.0,construction_tools_safety,0.2
a1edc55bde,,16.0,2.0,11.0,other,0.4
27d089865e,9.0,16.0,2.0,11.0,watches_gifts,0.25
b9da280566,3.0,20.0,8.0,16.0,sports_leisure,0.15
77feb885b9,3.0,37.0,15.0,37.0,garden_tools,6.3
99867d4e33,1.0,17.0,7.0,13.0,perfumery,0.085
01a630ec9b,2.0,27.0,13.0,16.0,furniture_decor,0.3
c23ce1a424,4.0,20.0,6.0,13.0,auto,0.2
03fbf72244,2.0,37.0,23.0,38.0,musical_instruments,7.55
ab142a5668,,16.0,2.0,11.0,other,0.25
8b5a201cdb,2.0,16.0,11.0,11.0,watches_gifts,0.25
5b4b8595bd,1.0,17.0,6.0,11.0,stationery,0.15
deff454ecd,3.0,24.0,2.0,17.0,auto,0.1
ca92f5c227,2.0,22.0,12.0,33.0,fashion_shoes,0.8
6f62dd1f28,2.0,18.0,10.0,20.0,perfumery,1.0
0c8862859c,2.0,44.0,28.0,25.0,garden_tools,6.0
a55b43b743,1.0,22.0,15.0,14.0,health_beauty,1.583
